ECTO:0000122 ! exposure to photon	XCO:0000040 ! gamma ray exposure	false	related	exact	gamma
ECTO:0000122 ! exposure to photon	ECTO:0000007 ! exposure to visible light radiation	false	related	exact	light
ECTO:0000122 ! exposure to photon	ECTO:0000007 ! exposure to visible light radiation	false	related	label	light
ECTO:0000122 ! exposure to photon	EO:0007151 ! radiation treatment	false	related	related	light
ECTO:0000122 ! exposure to photon	EO:0007151 ! radiation treatment	true	related	related	light
ECTO:0000122 ! exposure to photon	EO:0007196 ! light regimen	false	related	label	light
ECTO:0000122 ! exposure to photon	EO:0007196 ! light regimen	true	related	label	light
ECTO:0000122 ! exposure to photon	EO:0007221 ! visible light regimen	false	related	label	light
ECTO:0000122 ! exposure to photon	GO:0009416 ! response to light stimulus	false	related	label	light
ECTO:0000122 ! exposure to photon	XCO:0000283 ! visible light stimulus	false	related	label	light
ECTO:0000122 ! exposure to photon	XCO:0000284 ! controlled visible light exposure	false	related	broad	light
ECTO:0000122 ! exposure to photon	ZECO:0000213 ! visible light	false	related	label	light
ECTO:0000123 ! exposure to ethene	GO:0009723 ! response to ethylene	false	exact	exact	ethene
ECTO:0000123 ! exposure to ethene	GO:0009723 ! response to ethylene	false	label	exact	ethene
ECTO:0000123 ! exposure to ethene	EO:0007068 ! ethylene treatment	false	related	label	ethylene
ECTO:0000123 ! exposure to ethene	GO:0009723 ! response to ethylene	false	related	exact	ethylene
ECTO:0000123 ! exposure to ethene	GO:0009723 ! response to ethylene	false	related	label	ethylene
ECTO:0000124 ! exposure to 2-cis-abscisic acid	EO:0007105 ! abscisic acid treatment	false	related	label	abscisicacid
ECTO:0000124 ! exposure to 2-cis-abscisic acid	GO:0009737 ! response to abscisic acid	false	related	exact	abscisicacid
ECTO:0000124 ! exposure to 2-cis-abscisic acid	GO:0009737 ! response to abscisic acid	false	related	label	abscisicacid
ECTO:0000125 ! exposure to gibberellin	GO:0009739 ! response to gibberellin	false	exact	exact	gibberellin
ECTO:0000125 ! exposure to gibberellin	GO:0009739 ! response to gibberellin	false	exact	label	gibberellin
ECTO:0000125 ! exposure to gibberellin	GO:0009739 ! response to gibberellin	false	label	exact	gibberellin
ECTO:0000125 ! exposure to gibberellin	GO:0009739 ! response to gibberellin	false	label	label	gibberellin
ECTO:0000126 ! exposure to brassinosteroid	EO:0007409 ! brassinosteroid treatment	false	exact	label	brassinosteroid
